Your edit line - do NOT delete this line
Wavelength [nm], Voltage [mV], Raw output [bit step], Elapsed time [s]
1280	4017.59530792	822	0.0309998989105
1280	4017.59530792	822	0.140999794006
1280	4017.59530792	822	0.25
1280	4022.48289345	823	0.359999895096
1280	4022.48289345	823	0.468999862671
1280	4022.48289345	823	0.577999830246
1280	4022.48289345	823	0.68799996376
1280	4022.48289345	823	0.796999931335
1280	4027.37047898	824	0.905999898911
1280	4022.48289345	823	1.01599979401
1280	4027.37047898	824	1.125
1280	4027.37047898	824	1.2349998951
1280	4027.37047898	824	1.34399986267
1280	4027.37047898	824	1.45299983025
1280	4027.37047898	824	1.56299996376
1280	4027.37047898	824	1.67199993134
1280	4027.37047898	824	1.78099989891
1280	4022.48289345	823	1.89099979401
1280	4022.48289345	823	2.0
1280	4022.48289345	823	2.1099998951
1280	4022.48289345	823	2.21899986267
1280	4022.48289345	823	2.32799983025
1280	4022.48289345	823	2.43799996376
1280	4022.48289345	823	2.54699993134
1280	4022.48289345	823	2.65599989891
1280	4022.48289345	823	2.76599979401
1280	4017.59530792	822	2.875
1280	4017.59530792	822	2.9849998951
1280	4022.48289345	823	3.09399986267
1280	4022.48289345	823	3.20299983025
1280	4022.48289345	823	3.31299996376
1280	4022.48289345	823	3.42199993134
1280	4022.48289345	823	3.53099989891
1280	4027.37047898	824	3.64099979401
1280	4027.37047898	824	3.75
1280	4032.25806452	825	3.8599998951
1280	4032.25806452	825	3.96899986267
1280	4037.14565005	826	4.07799983025
1280	4037.14565005	826	4.18799996376
1280	4037.14565005	826	4.29699993134
